 -63.00    1.5849E+09    1.8981E+11    1.5820E+11    4.0037E+11    3.2338E+11
 -63.00    1.9953E+09    2.3774E+11    1.9802E+11    4.8231E+11    3.8458E+11
 -63.00    2.5119E+09    2.9176E+11    2.4306E+11    5.7432E+11    4.5359E+11
 -63.00    3.1623E+09    3.5244E+11    2.9352E+11    6.7745E+11    5.2981E+11
 -63.00    3.9811E+09    4.1905E+11    3.4915E+11    7.8443E+11    5.9918E+11
 -63.00    5.0119E+09    4.9334E+11    4.1117E+11    9.0298E+11    6.7490E+11
 -63.00    6.3096E+09    5.7599E+11    4.8016E+11    1.0340E+12    7.5815E+11
 -63.00    7.9433E+09    6.6763E+11    5.5649E+11    1.1791E+12    8.5026E+11
 -63.00    1.0000E+10    7.6949E+11    6.4139E+11    1.3384E+12    9.5112E+11
 -63.00    1.2589E+10    8.5648E+11    7.1381E+11    1.4930E+12    1.0755E+12
 -63.00    1.5849E+10    9.5122E+11    7.9270E+11    1.6619E+12    1.2127E+12
 -63.00    1.9953E+10    1.0543E+12    8.7865E+11    1.8458E+12    1.3637E+12
 -63.00    2.5119E+10    1.1670E+12    9.7220E+11    2.0465E+12    1.5294E+12
 -63.00    3.1623E+10    1.2884E+12    1.0735E+12    2.2642E+12    1.7085E+12
 -63.00    3.9811E+10    1.3774E+12    1.1477E+12    2.4201E+12    1.8261E+12
 -63.00    5.0119E+10    1.4700E+12    1.2253E+12    2.5841E+12    1.9506E+12
 -63.00    6.3096E+10    1.5694E+12    1.3076E+12    2.7578E+12    2.0810E+12
 -63.00    7.9433E+10    1.6740E+12    1.3949E+12    2.9405E+12    2.2195E+12
 -63.00    1.0000E+11    1.7839E+12    1.4860E+12    3.1346E+12    2.3642E+12
 0. 0. 0. 0. 0. 0.
 -62.00    1.9953E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -62.00    2.5119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -62.00    3.1623E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -62.00    3.9811E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -62.00    5.0119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -62.00    6.3096E+07    6.2328E+08    5.1952E+08    2.1639E+09    2.2275E+09
 -62.00    7.9433E+07    1.3670E+09    1.1390E+09    3.3362E+09    4.8898E+09
 -62.00    1.0000E+08    2.2454E+09    1.8724E+09    4.7027E+09    8.0223E+09
 -62.00    1.2589E+08    5.4199E+09    4.5184E+09    1.4450E+10    1.5784E+10
 -62.00    1.5849E+08    9.1639E+09    7.6293E+09    2.5944E+10    2.4915E+10
 -62.00    1.9953E+08    1.3521E+10    1.1272E+10    3.9371E+10    3.5498E+10
 -62.00    2.5119E+08    1.8596E+10    1.5487E+10    5.4994E+10    4.7817E+10
 -62.00    3.1623E+08    2.4416E+10    2.0340E+10    7.3002E+10    6.1873E+10
 -62.00    3.9811E+08    3.9262E+10    3.2742E+10    1.0613E+11    8.9902E+10
 -62.00    5.0119E+08    5.6481E+10    4.7035E+10    1.4429E+11    1.2227E+11
 -62.00    6.3096E+08    7.6238E+10    6.3542E+10    1.8813E+11    1.5928E+11
 -62.00    7.9433E+08    9.8846E+10    8.2422E+10    2.3804E+11    2.0139E+11
 -62.00    1.0000E+09    1.2467E+11    1.0391E+11    2.9470E+11    2.4937E+11
